time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.05832578792e-07,1.2893156363e-06,10.004318737,0.000848343074104,0.000273405768147,0.0,-2.64179137333e-05,9.8989868059e-05,0.143949867065,0.0332204055994,0.0123912305397,0.0,449.3581463151387,450.36125787990375,450.05464785550873,452.73494246183213
0.12000000000000001,-9.56326595415e-06,2.86057171184e-05,10.0126089098,0.00316924695416,0.00154895474245,0.0,-0.000372045404694,0.000997482348868,0.132390429002,0.0478245656368,0.0348065614631,0.0,398.4863262250494,400.5298341885506,399.76142405000354,401.0906237314136
0.18,-6.87239812405e-05,0.000159323998064,10.0219047331,0.00650706146824,0.00322396045485,0.0,-0.00178212294955,0.00365427867167,0.177462338262,0.0678833252897,0.00827259288822,0.0,421.25951570962775,418.95945906538554,417.2872803030668,419.0365449616226
0.23999999999999996,-0.000246989495284,0.000535472970239,10.0364331869,0.0109867594994,0.00343950926036,0.0,-0.0042001702195,0.0093414204307,0.306789078384,0.0855968352875,-0.0079657865894,0.0,446.58943442214184,445.2631449823649,445.6760981713132,447.12553238604977
0.3,-0.000574690199482,0.00136578570832,10.0597923667,0.0159608784891,0.00283328153701,0.0,-0.00666291737034,0.0189000316522,0.471788977648,0.0768833028602,-0.0147650797822,0.0,457.73343845707694,457.19223860972284,457.28414371477675,456.59498923619356
0.36000000000000004,-0.00102838868269,0.00283852019561,10.0905709667,0.0208086745991,0.00214083825739,0.0,-0.00838249226712,0.0306615830299,0.554119318776,0.0876522735252,-0.00576682994769,0.0,430.7315963657807,431.4918972108268,431.51002775321064,432.42344414550723
0.4200000000000001,-0.00157230005699,0.00510897929035,10.1259119269,0.0264883988671,0.0014977197104,0.0,-0.00970202410013,0.0455556458458,0.62386444501,0.105898281234,-0.0231362543496,0.0,428.263415320098,426.7837811355857,426.8578589851406,428.4196923834209
0.48000000000000015,-0.00218218987256,0.00844936474958,10.1676241483,0.0324500191394,6.2827453892,0.0,-0.0104637210421,0.0664604500364,0.766438105204,0.0812235666175,-0.0656994760964,0.0,452.4583132244504,449.01825106226187,451.69495364818613,449.7090534229084
0.5400000000000001,-0.00278947362385,0.013021348337,10.2134673717,0.0373970839515,6.27872835942,0.0,-0.00943479118112,0.0863635642891,0.761656918489,0.0847980845398,-0.0695764748125,0.0,403.5250926606643,403.1711463567724,402.5254255231032,402.85502146087964
0.6000000000000002,-0.00326852755589,0.0188427774199,10.2581883083,0.042131531846,6.27485315239,0.0,-0.0062030201722,0.108092040453,0.729044133212,0.0632743438308,-0.0561206713563,0.0,392.1541786079173,393.39817796966156,394.8998281540545,392.9153553001722
0.6600000000000003,-0.0034512812043,0.0262369011287,10.3054782769,0.0459245363243,6.27199992581,0.0,0.000432293999474,0.138771625464,0.84718592219,0.0631013414828,-0.0343680928077,0.0,442.49530865355973,444.28063647283733,443.42626759676335,443.4149716664515
0.7200000000000003,-0.00320242745656,0.0354617910991,10.357919793,0.0496871990394,6.2701650903,0.0,0.00804706149915,0.169080668075,0.900802836177,0.0619191775244,-0.0239170836691,0.0,422.8431201008804,423.74198873413565,422.6196159771694,422.52079181747325
0.7800000000000004,-0.00245556937856,0.0466075005535,10.4141705584,0.0536279611637,6.26892324966,0.0,0.0169781345415,0.202814606563,0.974139535914,0.072298574317,-0.014931310358,0.0,429.13003026191467,429.892002663266,429.05774924794594,429.94126857521115
0.8400000000000004,-0.00110632862634,0.0600277577707,10.4779224847,0.0587923955688,6.26882655945,0.0,0.0280410382039,0.245065018183,1.15072847111,0.104804997554,0.0166941821025,0.0,460.25770025315416,462.7536346491779,461.0482972073807,463.6145659738973
0.9000000000000005,0.000927201155095,0.076213980562,10.5540261312,0.0648196340105,6.2697091516,0.0,0.0396239834628,0.295211498148,1.38575418204,0.0899112730782,0.0104125563872,0.0,479.6728226636571,479.1954854035412,480.393923949546,479.2711895435809
0.9600000000000005,0.00357345267068,0.0952543980969,10.6396844574,0.0701894887999,6.27122387379,0.0,0.0484661637143,0.339995220675,1.46937922865,0.0886576889809,0.0449616084278,0.0,432.32003667607466,435.2212240028108,434.5433985941714,434.4452002952059
1.0200000000000005,0.00681219625994,0.117703784651,10.7389667366,0.0750032902954,6.27363400076,0.0,0.0591189165173,0.409011417624,1.83944915885,0.0524845239356,0.028261876614,0.0,519.9658169786337,518.7952497011835,518.4689109375219,515.9252697959997
1.0800000000000005,0.010564099402,0.143916671015,10.8537992329,0.0779450346841,6.27544553414,0.0,0.0657497067528,0.46506146172,1.98802031378,0.0410267633743,0.0337969629118,0.0,455.26062908448847,455.70353209950986,457.0687208650001,456.15612513302017
1.1400000000000006,0.0146761640994,0.173593178041,10.9780411462,0.0803096374943,6.2772571422,0.0,0.0711004010061,0.524395617113,2.15304905489,0.0359638692397,0.0217855613088,0.0,461.8920858370947,460.94414895775014,462.0700036598789,461.6714416950839
1.2000000000000006,0.0190454748819,0.2065280864,11.1078070608,0.0832437302581,6.27912527041,0.0,0.074395260748,0.573661398384,2.1724171472,0.0668306030987,0.0452459573887,0.0,415.12857418926717,417.18241256989097,414.49427442497114,417.1995108891969
1.2600000000000007,0.0235853623812,0.242757521341,11.2420629387,0.0876385016757,6.28234550643,0.0,0.0766120856232,0.634407273588,2.30247339339,0.0836997507537,0.0666844664662,0.0,450.68222377176045,452.4133883943964,451.3812736293895,452.7445014821023
